num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,Internet,RoundTrip,70,4,9,5,DPSTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,0,4,5,4,KCHPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,166,21,14,4,SBWTPE,Taiwan,1,0,0,4.67,0
5,Internet,RoundTrip,105,5,5,5,CGKICN,Indonesia,1,1,0,6.62,0
1,Internet,RoundTrip,13,63,6,2,JHBKTM,Malaysia,1,0,0,4.75,0
2,Internet,RoundTrip,16,32,11,2,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,36,6,8,3,HNDPEN,Malaysia,1,1,1,7.57,1
2,Internet,RoundTrip,8,6,2,6,ICNSYD,South Korea,1,1,1,8.58,0
2,Internet,RoundTrip,271,23,16,6,BDOOOL,Indonesia,1,1,0,8.83,1
5,Internet,RoundTrip,62,4,13,4,SBWTPE,Malaysia,1,0,0,4.67,0
2,Mobile,RoundTrip,104,3,6,6,HNDSIN,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,216,6,13,4,HKTPEK,China,0,0,0,6.42,0
1,Internet,RoundTrip,10,3,7,1,DMKPUS,Thailand,0,0,0,6.33,0
1,Internet,RoundTrip,78,17,2,7,KTMMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,112,35,9,6,HNDPEN,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,18,3,8,4,CGKHND,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,38,27,9,4,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,89,38,8,4,AKLKUL,New Zealand,1,0,1,8.83,1
2,Internet,RoundTrip,22,25,2,5,PERPNH,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,69,6,12,3,BKIICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,34,5,15,3,HKTHND,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,79,33,4,3,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,25,2,12,1,KIXSIN,Japan,0,1,1,7.0,0
1,Internet,RoundTrip,21,30,9,2,DPSKIX,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,236,5,8,4,HKTPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,27,3,12,3,PERTRZ,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,13,6,3,6,CTUKCH,Malaysia,0,0,1,4.72,0
2,Internet,RoundTrip,61,3,8,6,PENPER,Malaysia,0,0,0,5.62,1
1,Internet,RoundTrip,60,18,11,2,HNDPER,Australia,0,0,0,7.57,0
1,Mobile,RoundTrip,40,6,7,7,DPSPVG,China,1,1,1,5.33,1
1,Internet,RoundTrip,14,301,5,7,BLRSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,37,4,8,1,DMKKIX,Thailand,1,0,0,7.0,1
1,Internet,RoundTrip,22,30,5,1,MAATPE,Taiwan,1,0,1,4.67,0
2,Mobile,RoundTrip,297,35,2,7,MELPEN,Malaysia,1,1,1,8.83,0
1,Mobile,RoundTrip,249,4,10,1,DMKHND,Japan,0,0,1,7.57,0
2,Internet,RoundTrip,76,6,7,2,DELMRU,India,1,1,1,7.42,0
2,Internet,RoundTrip,235,4,14,1,DPSKIX,Japan,1,1,0,7.0,0
2,Internet,RoundTrip,170,24,13,2,BKIOOL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,16,45,15,1,HYDPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,39,6,23,4,HKTMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,112,19,22,1,CMBSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,89,4,2,5,PUSSIN,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,85,36,4,2,CMBMEL,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,51,5,17,3,DELLGK,Switzerland,1,0,0,5.52,0
4,Internet,RoundTrip,187,6,3,4,CGKKIX,Indonesia,1,1,1,7.0,1
1,Internet,RoundTrip,177,53,1,3,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,212,39,5,6,KCHPEK,Malaysia,1,0,0,6.42,0
1,Internet,RoundTrip,3,4,7,4,BKIPVG,Malaysia,1,0,0,5.33,0
2,Internet,RoundTrip,21,22,3,7,DMKOOL,Thailand,1,1,1,8.83,0
2,Mobile,RoundTrip,13,5,16,4,PENPVG,United States,1,1,1,5.33,0
2,Internet,RoundTrip,410,5,14,1,CGKOOL,Taiwan,0,0,0,8.83,0
1,Internet,RoundTrip,50,62,12,1,DELMEL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,11,6,4,6,CTUREP,China,1,0,1,4.72,1
1,Internet,RoundTrip,14,5,2,5,DELSYD,United States,1,0,0,8.58,0
1,Internet,RoundTrip,23,82,13,2,CGKSYD,Indonesia,1,0,1,8.58,1
2,Mobile,RoundTrip,185,5,7,5,DMKKIX,Thailand,1,0,0,7.0,0
3,Internet,RoundTrip,119,6,14,7,CGKHND,Indonesia,1,0,1,7.57,1
1,Internet,RoundTrip,319,18,6,1,MELTPE,Taiwan,1,1,1,8.83,0
1,Internet,RoundTrip,130,20,6,7,DELMEL,Australia,0,0,0,8.83,0
3,Mobile,RoundTrip,258,6,11,3,KBVSYD,Thailand,1,1,1,8.58,0
2,Internet,RoundTrip,172,4,3,1,ICNLGK,South Korea,1,1,0,6.62,0
1,Internet,RoundTrip,352,5,2,4,ICNMLE,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,12,32,6,1,MELSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,142,19,12,1,OOLSGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,17,4,8,1,PUSSBW,Malaysia,1,1,1,6.33,0
1,Mobile,RoundTrip,133,44,9,3,AKLKUL,New Zealand,0,0,0,8.83,0
2,Internet,RoundTrip,125,29,1,3,DACOOL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,50,28,10,4,OOLTPE,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,4,41,3,2,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,5,6,7,5,HKGMEL,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,48,17,13,4,OOLPNH,Australia,1,1,0,8.83,0
4,Internet,RoundTrip,245,32,3,3,MELSGN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,0,3,2,1,PENTPE,Malaysia,0,0,0,4.67,1
2,Internet,RoundTrip,1,28,1,2,KCHXIY,China,1,0,0,5.0,0
2,Internet,RoundTrip,75,3,1,1,HKTICN,South Korea,1,0,1,6.62,0
1,Mobile,RoundTrip,180,56,7,1,AKLKUL,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,80,17,10,1,CMBSYD,Australia,0,0,0,8.58,0
5,Internet,RoundTrip,109,19,2,3,LGKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,48,18,7,1,DPSMRU,Réunion,1,1,1,7.42,0
1,Internet,RoundTrip,118,6,16,7,JHBMEL,Malaysia,1,0,1,8.83,1
1,Internet,RoundTrip,51,20,13,7,MAATPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,88,23,3,4,DELJHB,Malaysia,1,1,0,5.52,0
1,Internet,RoundTrip,78,23,3,2,DELSYD,India,1,0,1,8.58,0
2,Internet,RoundTrip,19,5,1,5,HKTPER,Australia,0,0,0,5.62,0
3,Internet,RoundTrip,221,29,11,5,MAASYD,India,1,1,1,8.58,0
2,Internet,RoundTrip,90,17,5,3,OOLURT,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,51,21,12,3,COKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,9,26,1,2,KTMMFM,Macau,1,0,0,4.75,0
2,Internet,RoundTrip,1,5,16,5,HKTICN,South Korea,0,0,0,6.62,0
1,Mobile,RoundTrip,91,5,15,3,PENPER,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,110,4,1,6,KIXSIN,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,35,122,3,2,DPSHND,Canada,1,0,0,7.57,0
2,Internet,RoundTrip,25,4,1,5,LGKPEK,United States,0,0,0,6.42,0
2,Internet,RoundTrip,135,3,6,2,CNXPER,Thailand,1,1,1,5.62,0
1,Internet,RoundTrip,18,6,10,7,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,30,17,5,6,MELPEN,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,104,23,4,6,ICNPER,Australia,1,0,0,6.62,0
1,Internet,RoundTrip,183,3,16,3,BKIHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,116,6,15,3,CTSSIN,Singapore,1,1,1,8.67,0
1,Internet,RoundTrip,172,4,18,7,HNDREP,Japan,0,1,0,7.57,0
4,Internet,RoundTrip,52,17,4,1,MRUPEK,China,1,0,0,7.42,0
1,Internet,RoundTrip,48,2,9,5,BWNTPE,Brunei,0,1,1,4.67,1
2,Internet,RoundTrip,40,29,6,2,AKLKUL,Malaysia,1,0,1,8.83,0
1,Mobile,RoundTrip,11,26,14,2,PENTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,329,28,11,4,KCHPVG,Vietnam,1,1,1,5.33,1
2,Internet,RoundTrip,4,21,16,2,PEKSYD,China,1,0,1,8.58,1
2,Internet,RoundTrip,24,47,2,3,ICNPER,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,62,6,14,7,DPSICN,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,52,6,13,3,DMKKIX,Thailand,1,0,1,7.0,0
1,Internet,RoundTrip,41,88,5,2,DPSHND,Japan,1,0,0,7.57,1
3,Internet,RoundTrip,30,52,6,2,COKPER,Australia,1,0,1,5.62,0
1,Mobile,RoundTrip,21,20,3,5,HNDPEN,Japan,1,0,0,7.57,0
2,Internet,RoundTrip,17,28,8,3,LGKMEL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,187,6,17,7,KTMSGN,Vietnam,1,0,0,4.75,0
1,Internet,RoundTrip,33,2,16,5,CTSDMK,Japan,0,0,0,8.67,0
1,Internet,RoundTrip,216,6,6,3,BTUICN,Malaysia,1,0,0,6.62,0
1,Internet,RoundTrip,336,29,6,1,COKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,5,33,2,1,KIXPEN,Malaysia,1,0,0,7.0,1
2,Internet,RoundTrip,17,18,9,5,COKHGH,China,1,0,0,5.07,0
2,Internet,RoundTrip,16,2,17,3,JHBPVG,China,0,1,1,5.33,0
1,Internet,RoundTrip,116,48,16,1,CGKPUS,South Korea,0,0,0,6.33,0
3,Internet,RoundTrip,163,25,12,4,SGNSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,6,25,10,2,HKGKTM,Hong Kong,1,0,0,4.75,0
1,Internet,RoundTrip,38,17,1,5,CMBMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,82,5,11,7,CTUDPS,China,0,0,1,4.72,1
2,Internet,RoundTrip,1,46,11,2,BWNKTM,Brunei,1,1,1,4.75,0
1,Internet,RoundTrip,135,29,16,5,KNOTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,83,5,10,6,DPSPVG,China,0,0,0,5.33,0
1,Internet,OneWay,151,24,8,3,PERPUS,Australia,1,0,0,6.33,0
1,Internet,RoundTrip,12,76,13,3,MELPEN,Malaysia,0,0,0,8.83,1
2,Internet,RoundTrip,147,19,1,5,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,32,30,5,3,SGNSYD,Australia,1,1,0,8.58,0
2,Internet,RoundTrip,80,32,23,5,MAAMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,3,21,11,3,HNDKNO,Indonesia,1,0,0,7.57,0
1,Mobile,RoundTrip,154,25,22,1,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,37,36,23,7,ICNSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,15,5,5,4,SINSYD,Australia,0,1,0,8.58,0
2,Internet,RoundTrip,96,51,3,4,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,1,2,8,5,ICNPER,Australia,0,0,0,6.62,0
1,Internet,RoundTrip,77,41,15,7,MELTRZ,Australia,1,1,1,8.83,0
5,Internet,RoundTrip,148,22,14,3,ICNPER,South Korea,1,0,1,6.62,0
4,Internet,RoundTrip,221,17,14,1,AKLKUL,Malaysia,1,0,0,8.83,1
3,Internet,RoundTrip,58,6,10,4,CMBSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,34,88,4,6,CGKHND,Indonesia,1,1,1,7.57,1
1,Internet,RoundTrip,209,5,2,3,CTUDPS,China,0,0,0,4.72,0
1,Internet,RoundTrip,33,2,9,7,DMKHND,Thailand,1,0,0,7.57,0
2,Internet,RoundTrip,361,6,6,5,CGKHND,Indonesia,1,0,0,7.57,0
1,Internet,RoundTrip,38,21,5,4,KTMMFM,Macau,1,0,0,4.75,0
2,Internet,RoundTrip,108,39,12,4,PENTPE,Malaysia,0,1,0,4.67,1
2,Internet,RoundTrip,49,88,11,4,CGKKIX,Japan,1,1,1,7.0,1
1,Internet,RoundTrip,16,26,4,1,OOLPUS,Australia,1,0,1,8.83,0
3,Internet,RoundTrip,85,2,11,4,PUSSIN,South Korea,0,0,1,6.33,0
1,Internet,RoundTrip,80,56,13,2,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,46,26,7,3,HKTOOL,Australia,0,0,1,8.83,0
2,Mobile,RoundTrip,146,17,20,3,DADMEL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,44,4,14,3,PUSSIN,South Korea,0,0,1,6.33,0
1,Internet,RoundTrip,188,18,22,3,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,24,3,2,1,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,27,4,8,4,HKTICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,1,5,7,7,BKIHND,Japan,1,1,1,7.57,0
4,Internet,RoundTrip,213,38,4,3,COKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,48,6,0,5,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,39,21,5,6,OOLREP,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,47,4,5,5,PVGSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,46,5,13,7,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,10,4,7,6,PENPER,Malaysia,0,1,1,5.62,0
1,Internet,RoundTrip,91,86,4,6,ICNSYD,Australia,1,0,0,8.58,0
2,Mobile,RoundTrip,19,5,13,1,BKIHND,Japan,0,0,0,7.57,0
3,Internet,RoundTrip,64,6,5,6,ICNKNO,South Korea,1,1,1,6.62,1
1,Internet,RoundTrip,20,4,13,1,KIXREP,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,37,29,2,7,SUBTPE,Taiwan,1,0,0,4.67,0
3,Internet,RoundTrip,209,21,10,1,DELMEL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,17,5,5,3,ICNKBR,South Korea,1,1,1,6.62,1
1,Internet,RoundTrip,151,52,5,1,JHBKTM,Malaysia,1,0,0,4.75,1
1,Internet,RoundTrip,28,4,3,6,MELTPE,Taiwan,1,0,0,8.83,0
1,Internet,RoundTrip,50,25,16,2,HNDIKA,Japan,1,0,1,8.15,0
3,Internet,RoundTrip,133,23,3,2,CMBMEL,Australia,1,0,1,8.83,0
5,Internet,RoundTrip,83,28,1,4,COKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,102,3,13,7,DMKHND,Thailand,0,0,0,7.57,1
1,Internet,RoundTrip,25,19,5,5,MELREP,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,440,6,10,1,BKICTU,China,0,0,0,4.72,0
1,Internet,RoundTrip,79,39,6,5,COKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,224,3,13,5,PENTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,60,4,2,5,KIXSBW,Malaysia,1,1,1,7.0,1
1,Internet,RoundTrip,7,61,16,2,COKICN,India,1,0,1,6.62,0
8,Mobile,RoundTrip,55,6,14,5,HKTPEK,China,1,0,1,6.42,0
2,Internet,RoundTrip,228,6,2,2,DPSHGH,China,0,0,0,5.07,0
2,Internet,RoundTrip,106,3,13,5,DMKKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,58,44,12,6,ICNSYD,New Zealand,1,0,0,8.58,0
1,Internet,RoundTrip,61,22,13,3,DPSOOL,Australia,0,0,1,8.83,0
3,Internet,RoundTrip,7,45,5,2,KTMMFM,Macau,1,0,0,4.75,0
1,Internet,RoundTrip,193,31,0,3,BKISYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,6,21,2,4,MAASYD,Australia,1,1,1,8.58,0
4,Internet,RoundTrip,159,6,4,5,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,55,6,2,5,CTUREP,United States,1,0,0,4.72,0
1,Internet,RoundTrip,2,72,5,4,OOLTPE,Taiwan,0,0,0,8.83,0
1,Internet,RoundTrip,21,19,5,6,CEBOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,137,26,10,2,CNXPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,43,140,21,6,OOLSGN,Australia,1,0,1,8.83,1
1,Internet,RoundTrip,77,4,17,5,ICNSIN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,305,3,9,7,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,82,5,1,1,PENPER,Malaysia,1,1,1,5.62,1
1,Internet,RoundTrip,2,30,23,2,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,5,4,7,5,MELPEN,Malaysia,0,0,0,8.83,0
4,Internet,OneWay,308,17,22,7,HNDMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,49,5,4,3,PVGSIN,China,1,0,0,5.33,0
1,Internet,RoundTrip,45,5,16,2,PERTPE,Taiwan,1,1,1,5.62,0
1,Internet,RoundTrip,37,6,10,1,DMKOOL,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,9,30,11,1,SGNSYD,Vietnam,1,1,1,8.58,1
1,Internet,RoundTrip,49,3,4,3,MELPEK,China,0,0,1,8.83,0
2,Internet,RoundTrip,135,4,5,5,DPSPUS,South Korea,1,0,0,6.33,0
2,Internet,RoundTrip,235,28,10,6,IKAOOL,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,174,32,2,2,CMBPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,6,4,2,1,HNDSIN,Singapore,1,0,0,7.57,0
1,Internet,RoundTrip,21,21,1,3,DELSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,325,4,0,1,BWNTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,17,61,2,5,JHBKTM,Malaysia,1,0,0,4.75,0
2,Internet,RoundTrip,81,88,9,5,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,153,22,12,1,MELMNL,Philippines,1,0,0,8.83,0
5,Internet,RoundTrip,154,5,9,2,SINWUH,China,0,0,1,5.13,0
2,Internet,RoundTrip,23,5,3,6,CGKICN,Indonesia,1,1,0,6.62,1
2,Internet,RoundTrip,82,74,11,3,MELMRU,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,94,22,9,5,AKLKUL,New Zealand,0,0,0,8.83,0
4,Internet,RoundTrip,229,5,8,5,CTUJHB,China,0,0,0,4.72,0
1,Internet,RoundTrip,19,21,1,4,IKAOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,276,30,12,7,CMBSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,46,89,11,2,MELMNL,Australia,1,0,1,8.83,1
1,Internet,RoundTrip,16,20,9,1,KTMMFM,Macau,1,0,1,4.75,0
1,Internet,RoundTrip,66,29,10,1,ICNPEN,South Korea,1,1,1,6.62,0
2,Internet,RoundTrip,3,6,10,2,CTSDMK,Thailand,1,1,1,8.67,1
1,Internet,RoundTrip,13,22,17,4,DACMEL,Bangladesh,1,0,0,8.83,0
1,Internet,RoundTrip,126,4,6,3,CGKHND,Indonesia,0,0,1,7.57,0
1,Internet,RoundTrip,12,21,22,3,SGNSYD,Australia,1,0,0,8.58,1
1,Internet,RoundTrip,1,76,8,1,OOLTPE,Japan,1,0,1,8.83,0
2,Internet,RoundTrip,202,5,16,4,DPSTPE,Taiwan,0,1,0,4.67,0
4,Internet,RoundTrip,46,5,11,1,KIXSGN,Japan,1,1,0,7.0,0
1,Internet,RoundTrip,42,85,10,5,MELTPE,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,102,4,17,1,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,61,59,13,7,MELPEN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,178,24,3,1,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,34,4,13,6,CGKHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,111,5,6,5,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,25,20,8,5,CMBMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,197,4,13,3,ICNKBV,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,51,4,5,2,CTULGK,China,0,0,0,4.72,0
1,Internet,RoundTrip,52,17,2,3,PERSGN,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,16,85,9,4,MELREP,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,52,5,14,1,ICNSIN,South Korea,1,1,1,6.62,0
2,Internet,RoundTrip,20,6,12,3,KCHPER,Malaysia,0,1,0,5.62,1
1,Internet,RoundTrip,1,2,6,1,BDOTPE,Hong Kong,0,0,1,4.67,0
5,Internet,RoundTrip,57,5,9,6,MFMPER,China,1,0,1,5.62,1
1,Mobile,RoundTrip,15,82,5,4,MELMNL,Thailand,1,1,1,8.83,1
2,Internet,RoundTrip,77,21,10,6,HGHSUB,China,1,0,1,5.07,1
1,Internet,RoundTrip,90,22,6,6,MELPEN,Malaysia,0,0,0,8.83,0
3,Internet,RoundTrip,109,27,12,1,SYDTRZ,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,188,23,5,5,AKLKUL,New Zealand,0,0,1,8.83,0
1,Internet,RoundTrip,97,62,10,2,KTMPEN,Malaysia,1,0,0,4.75,1
1,Internet,RoundTrip,0,3,1,5,PENPVG,Malaysia,0,1,0,5.33,1
1,Internet,RoundTrip,82,28,15,4,ICNPER,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,71,6,8,7,DELSIN,India,0,0,0,5.52,0
1,Internet,RoundTrip,169,21,20,4,AKLKUL,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,2,5,5,2,CGKOOL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,34,4,9,6,DPSHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,128,43,12,3,PENSYD,Malaysia,0,0,0,8.58,1
2,Mobile,RoundTrip,25,5,14,2,ICNSIN,Singapore,1,1,1,6.62,1
1,Internet,RoundTrip,55,22,5,2,CMBSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,256,6,10,3,DELDPS,India,0,0,0,5.52,0
1,Internet,RoundTrip,220,18,4,2,CGKPVG,Indonesia,1,0,0,5.33,1
4,Internet,RoundTrip,209,4,5,1,CGKHND,Indonesia,0,0,1,7.57,0
1,Internet,RoundTrip,54,5,7,3,ICNKNO,Indonesia,1,0,1,6.62,0
3,Internet,RoundTrip,101,6,8,3,MRUPVG,China,0,0,0,7.42,0
2,Internet,RoundTrip,47,5,14,6,ICNSYD,South Korea,0,1,1,8.58,0
1,Internet,RoundTrip,105,21,9,2,HNDSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,90,25,20,1,AKLKUL,Netherlands,0,0,1,8.83,0
1,Internet,RoundTrip,98,2,7,4,HKTICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,112,35,14,6,COKHGH,China,1,0,0,5.07,1
1,Internet,RoundTrip,271,21,3,3,DELOOL,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,2,6,5,3,HKGOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,17,6,13,5,MAAPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,7,33,4,7,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,58,36,1,3,ICNPER,Australia,1,1,0,6.62,0
1,Internet,RoundTrip,66,18,13,1,MELPUS,South Korea,0,0,0,8.83,0
1,Internet,RoundTrip,22,64,15,1,HYDMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,53,4,8,6,JHBTPE,Malaysia,1,1,1,4.67,1
2,Internet,RoundTrip,252,22,4,4,MELSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,25,56,6,2,ICNSYD,South Korea,1,0,0,8.58,0
2,Internet,RoundTrip,55,5,18,4,DELLGK,India,0,0,0,5.52,0
2,Mobile,RoundTrip,50,2,14,4,KCHMEL,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,231,29,1,3,OOLVTE,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,351,5,23,2,DMKSYD,Thailand,0,0,0,8.58,0
1,Internet,RoundTrip,157,20,14,7,SYDTPE,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,44,64,9,2,SGNSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,55,6,16,2,ICNMEL,South Korea,0,0,0,8.83,0
1,Internet,RoundTrip,126,26,14,6,IKAMEL,Australia,0,0,1,8.83,0
2,Mobile,RoundTrip,19,5,7,3,HKTPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,38,6,17,4,BKIPEK,China,0,0,0,6.42,0
1,Internet,RoundTrip,12,5,9,7,PENXIY,China,0,0,0,5.0,0
1,Internet,RoundTrip,1,24,3,7,KTMMFM,China,0,0,0,4.75,0
1,Internet,RoundTrip,31,41,3,4,HGHSBW,Malaysia,1,0,0,5.07,0
1,Internet,RoundTrip,8,19,9,4,AKLKUL,New Zealand,0,0,1,8.83,1
1,Mobile,RoundTrip,14,3,7,4,PENTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,40,2,7,7,ICNSIN,Singapore,0,0,0,6.62,0
2,Internet,RoundTrip,86,6,13,2,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,22,2,6,4,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,11,17,16,1,PVGSYD,China,1,0,1,8.58,0
1,Internet,RoundTrip,73,5,15,7,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,9,90,4,1,SUBSYD,Indonesia,1,0,0,8.58,1
1,Internet,RoundTrip,33,25,15,5,BDOHGH,China,1,0,1,5.07,0
1,Internet,RoundTrip,258,5,7,4,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,2,68,9,2,DMKMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,37,26,9,7,MAAMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,18,21,8,3,MELSGN,Canada,1,0,1,8.83,0
1,Internet,RoundTrip,118,38,17,2,CEBMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,30,6,11,5,CTSDPS,Japan,1,1,0,8.67,0
1,Internet,RoundTrip,38,6,6,5,DMKICN,Thailand,1,1,0,6.62,0
